序號,門,綱,目,科,屬,中名,性狀簡述,分布簡述
1256,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,鬼懸鉤子,"蔓性灌木；莖被短毛及被許多展開長達7 mm之紅色剛毛；刺少。小葉3，齒狀突尖緣，下表面略灰色並在脈上被短毛。花4-8成繖形花序；萼片三角狀卵形，先端突尖，兩面被絨毛。",全島低中海拔地區。
1257,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,刺萼寒梅,"匍匐性亞灌木；莖於節上生根，被毛；刺相當密，長達2 mm。單葉，圓或腎形，常3淺裂，細齒緣，兩面被疏柔毛；托葉近扇形，剪裂，裂片線形。花常單生，偶2-3朵。 匍匐性小灌木，有銳刺，單葉略圓形，上下表面毛刺粗糙。花腋生，白色，萼上密生長尖刺，6~7月開花，果熟時橙黃至鮮紅。性喜陰溼，台灣冷杉、鐵杉林下或山溝小溪邊皆可見之。",全島中海拔地區。
1258,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,玉里懸鉤子,"莖被疏柔毛及密被刺；刺細柔，長4 mm。單葉，圓形，5淺裂，不規則鋸齒緣，下表面被黃褐色絨毛及被長毛；托葉卵形至卵狀長橢圓形，羽裂或剪裂。花3-6朵成總狀花序；萼筒外面密被絨毛及刺毛，萼片長橢圓狀卵形，先端具1-3刺毛。",東部地區。
1259,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,刺懸鉤子,"莖幼時被毛；刺少至多，長1-2 mm。小葉5-11，重鋸齒緣，兩面被刺毛。托葉線形，長5-7 mm。花單生；萼片三角形至卵狀披針形。果卵形至球形。 半直立小灌木，有鉤刺。一回羽狀複葉，小葉缺刻狀、重鋸齒緣。花單朵，白色，     5~6月開花，果於8~10月紅熟。性喜陽光，於林緣、步道或道路兩側可見之。",中央山脈高海拔地區。
1260,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,毛刺懸鉤子,"莖有時被腺毛；刺長2-5 mm。托葉線形，長2-7 mm，有緣毛。萼片外面被剛毛狀腺毛。 蔓性灌木，莖散生棘刺。一回羽狀複葉，小葉鋸齒緣。花單出頂生，5~6月開花，     淡粉紅色，花萼具刺。分布範圍廣，從林下、林緣到路旁草叢皆可見之。",中央山脈高海拔地區。
1261,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,梨葉懸鉤子,蔓性灌木；莖幼時密被毛，毛漸脫落；刺少。單葉，長橢圓狀披針形至卵形，鋸齒狀圓齒緣，下表面近光滑，僅脈上有毛；托葉線狀披針形，先端3-5裂。頂生圓錐花序；萼片三角形至卵形。,低海拔闊葉林中。
1262,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,李棟山懸鉤子,"攀緣狀或半直立小灌木，莖光滑或略被毛，散生小刺，刺長達3 mm。小葉9 ～ 11片，卵狀長橢圓形或闊卵形，長3 ～ 5.5 cm，重鋸齒緣，下表面僅脈上被毛；托葉線形。花簇生或成繖形花序，腋生或頂生；萼三角狀卵形，長4 ～ 6 cm，外面平滑。果圓形，紅熟。",中北部中海拔地區。
1263,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,高山懸鉤子,"莖長而匍匐，節上生根，幼時密被褐色毛及一些腺毛；刺少而小。單葉，圓形，3或5淺裂，不規則圓齒緣，下表面密被淡褐色絨毛；托葉圓形至倒卵形，上半部淺至深剪裂。花單生或數朵成總狀；萼片三角狀卵形。果球形。 匍匐性半落葉性灌木，植物體無大鉤剌，葉圓心形單葉，表面暗綠色，光滑無毛，     背面具淡褐色毛茸。花白色，單出腋生，6~9月為花期，果8~10月成熟，橙黃     色或橘紅色，鮮艷欲滴。性喜陽光，路旁邊坡或步道兩側常見小面積群落生長。",全島中高海拔地區。
1264,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,台東刺花懸鉤子,"莖被毛，具疏生刺。單葉，卵形至三角狀卵形，葉3深裂，齒狀鋸齒緣，下表面灰色，被短毛；托葉線形，長5-7 mm。花單生或2-3朵；萼片三角狀披針形，先端長刺狀。果球形。","南部約2,500 m地區。"
1265,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,小梣葉懸鉤子,"莖被細毛；刺稀疏，長約3 mm。小葉3-5，不規則重鋸齒緣，下表面密被灰色長柔毛；托葉近1 cm長。頂生總狀或圓錐花序；萼片長橢圓狀三角形，被軟毛及腺狀剛毛。果球形。",全島中高海拔地區。
1266,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,紅腺懸鉤子,"莖被許多長5 mm紅色剛毛狀之腺毛，亦被散生之短柔毛；刺達8 mm。小葉5-7，鋸齒至重鋸齒緣，下表面被長柔毛及腺毛；托葉線形至線狀披針形。花萼被柔毛及腺狀剛毛，萼片狹三角形。果橢圓形。",中北部低海拔地區。
1267,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,斯氏懸鉤子,"莖幼時被卷毛狀絨毛；刺少至多，長1-3 mm。單葉，長橢圓狀披針形至卵形，不規則重鋸齒緣至鋸齒緣，下表面近光滑或被灰色絨毛；托葉卵狀長橢圓形至披針形，先端全緣或鋸齒緣。花單生或3-7朵成繖形花序；萼片三角狀卵形，外被絨毛及長腺毛。",北中部低中海拔山區。
1268,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,裏白懸鉤子,"莖幼時被毛；刺疏，長達4 mm。小葉3，鋸齒或重鋸齒緣，下面被白色絨毛；托葉線形至線狀披針形。聚繖花序有花4-15朵；萼片披針形。果球形。",中部中海拔山區。
1269,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,榿葉懸鉤子,"莖暗紅色，被粉；刺疏，長 5 mm。小葉5-9，細鋸齒緣，兩面光滑，僅下面脈上略被毛；托葉線形。圓錐花序，頂生；萼片卵狀披針形，外面常有無柄腺體。果橢圓形。",全島低中海拔地區。
1270,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,尾葉懸鉤子,"莖近光滑；刺常疏，長1-2 mm。單葉，闊卵形，不裂或3-5淺裂，下面光滑；托葉橢圓狀披針形，羽裂。頂生圓錐花序；萼片三角狀披針形，偶前端裂。",東部及中部地區。
1271,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,灰葉懸鉤子,"莖密被灰色伏毛狀絨毛；刺疏，小。單葉，卵至闊卵形，3-5裂，不規則齒緣，下表面密被灰色伏毛狀絨毛；托葉長4-6 mm，剪裂。圓錐花序；萼片三角狀卵形，外面被白色伏毛狀柔毛。",東部低海拔地區。
1272,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,粗毛懸鉤子,"攀緣灌木；莖被灰色伏毛及紅色長剛毛；刺稀疏，長2 mm。單葉，圓或卵形，不規則齒緣，下表面密被灰色伏毛；托葉線狀披針形，剪裂至羽裂，被刺毛及剛腺毛。大型圓錐花序。",東部低中海拔地區。
1273,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,寒莓,"匍匐亞灌木；莖細長，節上生根，密被毛；刺疏，長約1 mm。單葉，圓形，常3-5淺裂，下面密被粗硬毛，齒緣；托葉線狀長橢圓形，深剪裂。緊密之總狀花序；萼片卵狀披針形，先端分裂。果球形。",全島低中海拔地區。
1274,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,白絨懸鉤子,莖幼時被毛，隨後脫落，被白粉；刺疏生。小葉3-7，鋸齒或重鋸齒緣，下部全緣，下表面被銀白色綿毛。總狀花序；萼片三角狀卵形，密被綿毛。果球形。,東部中高海拔地區。
1275,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,變葉懸鉤子,"莖幼時被毛；刺疏，長達 5 mm。單葉，長橢圓狀卵形，不裂至3深裂，僅脈上被毛，鋸齒或重鋸齒緣；托葉線狀披針形，長約5 mm。花常單生；萼片三角狀卵形。果卵形。",全島低海拔地區。
1276,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,虎婆刺,"莖密被長腺毛及短柔毛；刺疏，長 4 mm。小葉3-5 (幼莖可達10枚)，卵狀長橢圓形至披針形，先端漸狹，重鋸齒緣，兩面被展開狀軟毛；托葉線至線狀披針形。花1-3朵頂生；萼片三角狀長橢圓形，先端長尾狀。果卵至球形。",全島低海拔地區。
1277,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,禿懸鉤子,莖疏生短腺毛；刺疏。小葉5-9，先端漸尖或銳尖，重鋸齒緣或鋸齒緣；托葉線形。花單至數朵頂生；萼片三角狀卵形。果球形。,北東部低海拔地區。
1278,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,裂緣苞懸鉤子,"莖幼時密被毛；刺疏，長不及 1 mm。單葉，卵至卵狀長橢圓形，3或5淺裂，不規則圓齒緣，下表面密被黃褐色絨毛；托葉3裂。腋生短總狀花序；萼筒密被綿毛，萼片三角狀卵形。",僅分佈於蘭嶼。
1279,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,台灣懸鉤子,莖幼時密被絨毛；刺無，或小而少。單葉，闊卵或圓形，3-5淺裂，不規則鋸齒緣，下表面被黃褐色絨毛；托葉長橢圓形，全緣至羽裂。腋生或頂生總狀花序；萼片三角形至卵形，外面密被綿毛。,低中海拔地區。
1280,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,梣葉懸鉤子,"莖成之字形彎曲，光滑；刺疏，長3-4 mm。小葉3-5，不規則鋸齒或重鋸齒緣，下表面灰色且光滑；托葉線或線狀披針形。花1-2朵；萼外疏被無柄褐色腺體。",東部低中海拔山區。
1281,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,蘭嶼榿葉懸鉤子,"莖光滑，無刺。小葉3-7，鋸齒緣，下表面僅脈上疏被毛；托葉線形，長達1.2 cm。頂生複聚繖花序；萼片三角狀卵形，先端漸尖具尖頭。果球至橢圓形。",僅蘭嶼分佈。
1282,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,胡氏懸鉤子,"莖密被褐色絨毛；刺長約1 mm。單葉，闊卵形，5裂，鋸齒緣；下表面密被金褐色絨毛；托葉倒卵形，深裂。總狀花序；萼片三角至卵形，先端剪裂，外被褐色長毛。",北部低中海拔地區。
1283,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,桑葉懸鉤子,"莖幼時被絨毛；刺疏。單葉，長橢圓至長橢圓狀卵形，不規則鋸齒緣，下表面脈上略被短柔毛；托葉長橢圓形，長達 1cm，全緣或數齒緣。頂生總狀花序。萼片三角狀卵形，先端具尖頭，外面被短柄之腺體。果圓形。",中央山脈中海拔山區。
1284,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,高梁泡,"蔓性灌木；莖被微絨毛；刺稀疏，長約2 mm。單葉，卵至卵狀長橢圓形，略3-5淺裂，齒緣，下表面密被黃褐色柔毛；托葉披針形，剪裂。頂生圓錐花序；萼片三角狀卵形，外面被綿毛及長毛。果球形。",中海拔地區。
1285,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,蘭嶼懸鉤子,莖光滑；刺疏，短。小葉3-5，重鋸齒緣，下表面近光滑且具無柄腺體；托葉線狀披針形。花數朵成總狀花序；萼片長橢圓狀三角形，先端短尾狀，外面光滑但具無柄腺體。,蘭嶼。
1286,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,柳氏懸鉤子,莖密被卷毛狀絨毛；刺小，散生。單葉，長橢圓狀披針形至披針形，疏鋸齒緣，下表面密被黃褐色絨毛；托葉線形至線狀披針形。花4-15朵成總狀花序；萼片披針形；花瓣粉紅色。,北東部中海拔地區。
1287,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,刺花懸鉤子,"莖被毛，具疏生刺。單葉，卵形至三角狀卵形，不裂或3淺裂，齒狀鋸齒緣，下表面灰色，被短毛；托葉線形，長5-7 mm。花單生或2-3朵；萼片三角狀披針形，先端長刺狀。果球形。 多年生落葉灌木，莖枝散生短銳剌。單葉互生，不分裂或3淺裂。花白色，4~7     月開放，果於6~9月成熟，橙黃色。性喜陽光，合歡山區於台14甲38.5K(海拔     約2900m)往下道路兩旁之灌叢中可見之。",中海拔地區。
1288,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,紅梅消,"莖被毛；刺多或少。小葉3，倒卵至菱形，常3淺裂，不規則齒緣，下表面密被白絨毛；托葉長達1.5 cm。總狀或繖房花序；萼片先端突漸尖；花瓣粉紅色。",全島低海拔地區。
1289,木蘭植物門,木蘭綱,薔薇目,薔薇科,懸鉤子屬,苦懸鉤子,"攀緣落葉灌木；莖暗紫色，光滑；刺少，長5 mm。單葉，卵形至卵狀長橢圓形，不裂至3深裂，不規則鋸齒或重鋸齒緣，兩面光滑，下表面常灰色或白色；托葉線狀披針形，長5-10 mm。花數朵成總狀花序；萼片三角狀卵形至披針形。 多年生匍匐性草本，平貼地面，全株無毛，葉為根生一回羽狀複葉。花具長柄，        一般為單朵，由葉基部中間抽出，白色，花期6~7月，果似草莓，8~10月紅熟。      性喜陽光，合歡山區於海拔2650m左右之向陽岩屑地較常見之。",中海拔地區。
1290,木蘭植物門,木蘭綱,薔薇目,薔薇科,栒子屬,台灣舖地蜈蚣,"莖直立，高約6 m。葉紙質，菱狀卵形，長2-9 cm，寬1.5-4.5 cm，先端銳尖至漸尖，下表面密被曲毛。花白色。果橢圓形。 落葉性灌木，葉略菱形，兩面被毛。花2~3朵叢生於葉腋，依序開放，瓣5，略深紅，然頂端稍白。花期5~7月，果 10~11月紅熟。性喜陽光充足之處，合歡山區於海拔2950m上下之路旁邊坡偶可見之。",中央山脈中海拔山區之闊葉林中。
1291,木蘭植物門,木蘭綱,薔薇目,薔薇科,栒子屬,玉山舖地蜈蚣,"莖平臥。葉革質，倒卵或卵形，或具橢圓形，長0.7-2 cm，寬0.5-1.2 cm，先端圓或凹缺，幼時下表面密被曲毛，成熟時被糙毛，邊緣向下反捲。花白色。果橢圓形。 植株為常綠匍匐性灌木，葉卵形，硬革質，肋脈陷入，先端圓鈍而略為凹入。花單生，白色多數，6~7月盛開於陽光下頗刺眼。果於9月後始成熟，具柄，鮮紅色，先端有宿存花萼。性喜陽光，於登山步道旁或陵線上常可見群聚生長。",中央山脈中、高海拔之草生地或裸露岩石上。
1292,木蘭植物門,木蘭綱,薔薇目,薔薇科,栒子屬,樂山舖地蜈蚣,"匍匐灌木；幼枝被柔毛。葉厚革質，闊橢圓形，長0.8-1.2 cm (可至2.7 cm)，先端鈍或凹，上表面具光澤，幼時下表面疏被毛，成熟葉光滑，邊緣向下反捲。果橢圓形。",苗栗樂山，中海拔陽坡上。
1293,木蘭植物門,木蘭綱,薔薇目,薔薇科,栒子屬,平枝舖地蜈蚣,"匍匐灌木；幼枝被剛毛。葉紙質，卵形或闊卵形，長0.5-1.4 cm，寬0.4-0.9 cm，上表面光滑，下表面略被曲毛。花紅紫色。果卵形。 為台南師院謝宗欣教授於1997年發表之台灣新紀錄種，分布海拔3,000m以上之區域，首次採集地為南湖山區，合歡山區則至2001年始有採集紀錄。植株主幹稍直立後平伸或匍匐地面，枝條則大都平展。葉圓形，略膜質，秋冬轉紅後掉落。花單朵，散生，花瓣基部深紅，尖端粉紅。果卵形，紅熟，頭略尖而尾端圓。",南湖大山高海拔山區，冷杉林緣或裸岩上。見於陽光適中之裸岩或草生地邊坡。
1294,木蘭植物門,木蘭綱,薔薇目,薔薇科,梅屬,布氏稠李,落葉喬木。葉倒卵形至長橢圓形，先端漸尖，細銳鋸齒緣，下表面中脈被綿毛。總狀花序，被毛。花白色，漸變淡紫色。,中、北部中海拔山區。
1295,木蘭植物門,木蘭綱,薔薇目,薔薇科,梅屬,刺葉桂櫻,"常綠喬木。葉革質，長橢圓或狹倒卵形，光滑，先端銳尖，銳鋸齒緣或全緣。總狀花序長5-8 cm。花白色；萼裂片卵形，細齒緣；花瓣圓形，細齒緣。果橢圓形。",北部低海拔山區森林中。
1296,木蘭植物門,木蘭綱,薔薇目,薔薇科,梅屬,霧社山櫻花,落葉喬木。葉膜質，長橢圓狀卵形，先端突尖狀漸尖，細鋸齒緣，下表面脈上密被毛；托葉線狀披針形。花數朵簇生，白色；梗與花萼被毛。,中北部中海拔山區。
1297,木蘭植物門,木蘭綱,薔薇目,薔薇科,梅屬,黃土樹,常綠喬木。葉薄革質，長橢圓狀卵形，光滑，先端銳尖。花多朵成總狀花序，白色，略被毛。,中北部中海拔森林中。
1298,木蘭植物門,木蘭綱,薔薇目,薔薇科,梅屬,阿里山櫻花,落葉小喬木或小灌木。葉膜質，卵狀長橢圓形，側脈6-7對，弓形，先端尾狀漸尖，銳細鋸齒，下表面側脈被毛。花2-3朵簇生，淡粉紅色；萼片帶紅色。,阿里山一帶中海拔山區。
1299,木蘭植物門,木蘭綱,薔薇目,薔薇科,梅屬,黑星櫻,常綠喬木。葉近革質，長橢圓狀卵形至長橢圓狀披針形，先端尾狀漸尖，全緣或鋸齒緣，下表面具黑色腺點。總狀花序，腋生；花瓣圓形，具緣毛。,全島低、中海拔森林中。
